FECHA RECOGIDA MUESTRA;EDAR;RESULTADO SARS-COV-2;VARIACIÓN;OBSERVACIONES
2021-03-02;EDAR MEDINA DEL CAMPO;POSITIVO;Aumento significativo;
2021-03-02;EDAR PALENCIA;POSITIVO;Estable;Se calcula la variación respecto a la semana previa a la anterior, al no tener cuantificación la inmediatamente anterior.
2021-03-02;EDAR SALAMANCA;POSITIVO;Estable;Se calcula la variación respecto a la semana previa a la anterior, al no tener cuantificación la inmediatamente anterior.
2021-03-02;COLECTOR SAN ANDRÉS DE RABANEDO;POSITIVO;Aumento;Se considera una evolución en aumento puesto que al menos en las dos últimas muestras se ha obtenido un resultado negativo.
2021-03-02;EDAR BÉJAR;POSITIVO;Estable;
2021-03-02;EDAR CIUDAD RODRIGO;POSITIVO;Aumento;Se considera una evolución en aumento puesto que al menos en las dos últimas muestras se ha obtenido un resultado negativo.
2021-03-02;EDAR MIRANDA DE EBRO;POSITIVO;Disminución significativa;
2021-03-02;EDAR PONFERRADA;POSITIVO;Aumento;Se considera una evolución en aumento puesto que al menos en las dos últimas muestras se ha obtenido un resultado negativo.
2021-03-02;EBAR SANTA MARTA DE TORMES;POSITIVO;Disminución;
2021-03-02;EDAR ZAMORA;POSITIVO;Aumento;
2021-03-02;EDAR ASTORGA;POSITIVO;Aumento;Se considera una evolución en aumento puesto que al menos en las dos últimas semanas se ha obtenido un resultado negativo.
2021-03-02;EDAR ÁVILA;POSITIVO;Aumento;Se considera una evolución en aumento puesto que al menos en las dos últimas semanas se ha obtenido un resultado negativo.
2021-03-02;EDAR BENAVENTE;POSITIVO;Aumento;
2021-03-02;EBAR LAGUNA DE DUERO;NEGATIVO;S/D;
2021-03-01;COLECTOR VILLAQUILAMBRE;NEGATIVO;S/D;
2021-02-28;EDAR VALLADOLID (VATAR);POSITIVO;Estable;
2021-02-24;EDAR SEGOVIA (VATAR);POSITIVO;Disminución significativa;
2021-02-23;COLECTOR LEÓN;POSITIVO;Aumento;
2021-02-23;EDAR MEDINA DEL CAMPO;POSITIVO;Disminución;
2021-02-23;EDAR MIRANDA DE EBRO;POSITIVO;Aumento significativo;
2021-02-23;EDAR PONFERRADA;NEGATIVO;S/D;
2021-02-23;EDAR SALAMANCA;NEGATIVO;S/D;
2021-02-23;COLECTOR SAN ANDRÉS DE RABANEDO;NEGATIVO;S/D;
2021-02-23;EDAR ARANDA DE DUERO;NEGATIVO;S/D;
2021-02-23;EBAR ARROYO DE LA ENCOMIENDA;POSITIVO;Disminución significativa;Se calcula la variación respecto a la semana previa a la anterior, al no tener cuantificación la inmediatamente anterior.
2021-02-23;EDAR ÁVILA;NEGATIVO;S/D;
2021-02-23;EBAR LAGUNA DE DUERO;NEGATIVO;S/D;
2021-02-23;EDAR ASTORGA;NEGATIVO;S/D;
2021-02-23;EDAR BENAVENTE;POSITIVO;Aumento;
2021-02-23;EDAR CIUDAD RODRIGO;NEGATIVO;S/D;
2021-02-23;EDAR LA BAÑEZA;NEGATIVO;S/D;
2021-02-23;EDAR PALENCIA;NEGATIVO;S/D;
2021-02-23;EBAR SANTA MARTA DE TORMES;POSITIVO;Estable;Se calcula la variación respecto a la semana previa a la anterior, al no tener cuantificación la inmediatamente anterior.
2021-02-23;COLECTOR VILLAQUILAMBRE;NEGATIVO;S/D;
2021-02-23;EDAR ZAMORA;POSITIVO;Disminución;Se calcula la variación respecto a la semana previa a la anterior, al no tener cuantificación la inmediatamente anterior.
2021-02-23;EDAR SORIA (VATAR);POSITIVO;Estable;Debido a que la muestra de la semana anterior fue analizada por otro laboratorio, el análisis de la variación de la semana actual se realiza respecto a los datos de hace dos semanas. Hubo precipitaciones el día anterior (12mm) del muestreo, pudiendo haber diluido la muestra ligeramente, disminuyendo la cuantificación de SARS-CoV-2
2021-02-23;EDAR BÉJAR;POSITIVO;Aumento significativo;
2021-02-23;EDAR BURGOS;NEGATIVO;S/D;
2021-02-21;EDAR VALLADOLID (VATAR);POSITIVO;Disminución significativa;
2021-02-17;EDAR SEGOVIA (VATAR);POSITIVO;Estable;
2021-02-16;COLECTOR LEÓN;POSITIVO;Disminución;
2021-02-16;EDAR PONFERRADA;NEGATIVO;S/D;
2021-02-16;EDAR SALAMANCA;POSITIVO;Estable;
2021-02-16;COLECTOR VILLAQUILAMBRE;NEGATIVO;S/D;
2021-02-16;EDAR ARANDA DE DUERO;NEGATIVO;S/D;
2021-02-16;EDAR ÁVILA;NEGATIVO;S/D;
2021-02-16;EDAR BÉJAR;POSITIVO;Disminución;
2021-02-16;EDAR MEDINA DEL CAMPO;POSITIVO;Estable;
2021-02-16;EDAR PALENCIA;POSITIVO;Disminución significativa;Se calcula la variación respecto a la semana previa a la anterior, al no tener cuantificación la inmediatamente anterior.
2021-02-16;EDAR ZAMORA;NEGATIVO;S/D;
2021-02-16;EDAR SORIA (VATAR);POSITIVO;S/D;Debido a un cambio de laboratorio que realizó el análisis, los resultados no son comparables con los obtenidos con anterioridad.
2021-02-16;EDAR ASTORGA;NEGATIVO;S/D;
2021-02-16;EDAR BENAVENTE;POSITIVO;Disminución;
2021-02-16;EDAR BURGOS;POSITIVO;Disminución;
2021-02-16;EBAR LAGUNA DE DUERO;POSITIVO;Aumento significativo;Se calcula la variación respecto a la semana previa a la anterior, al no tener cuantificación la inmediatamente anterior.
2021-02-16;EDAR MIRANDA DE EBRO;POSITIVO;Disminución significativa;
2021-02-16;COLECTOR SAN ANDRÉS DE RABANEDO;NEGATIVO;S/D;
2021-02-16;EBAR SANTA MARTA DE TORMES;NEGATIVO;S/D;
2021-02-16;EBAR ARROYO DE LA ENCOMIENDA;NEGATIVO;S/D;
2021-02-16;EDAR CIUDAD RODRIGO;NEGATIVO;S/D;
2021-02-16;EDAR LA BAÑEZA;POSITIVO;Estable;
2021-02-14;EDAR VALLADOLID (VATAR);POSITIVO;Disminución;
2021-02-10;EDAR SEGOVIA (VATAR);POSITIVO;Disminución;Hubo precipitaciones el mismo día (6mm) y el día anterior (12mm) del muestreo, pudiendo haber diluido la muestra ligeramente, disminuyendo la cuantificación de SARS-CoV-2
2021-02-09;EDAR MEDINA DEL CAMPO;POSITIVO;Estable;
2021-02-09;EDAR MIRANDA DE EBRO;POSITIVO;Estable;
2021-02-09;EDAR ZAMORA;POSITIVO;Disminución;
2021-02-09;EDAR ASTORGA;POSITIVO;Aumento significativo;
2021-02-09;EDAR ÁVILA;POSITIVO;Estable;
2021-02-09;EDAR PALENCIA;NEGATIVO;S/D;
2021-02-09;EDAR PONFERRADA;NEGATIVO;S/D;
2021-02-09;EDAR SALAMANCA;POSITIVO;Disminución;
2021-02-09;EBAR SANTA MARTA DE TORMES;POSITIVO;Disminución significativa;
2021-02-09;EDAR SORIA (VATAR);POSITIVO;Disminución;Hubo precipitaciones el mismo día (4mm) y el día anterior (7mm) del muestreo, pudiendo haber diluido la muestra ligeramente, disminuyendo la cuantificación de SARS-CoV-2
2021-02-09;EDAR BÉJAR;POSITIVO;Estable;
2021-02-09;EDAR BENAVENTE;POSITIVO;Disminución;
2021-02-09;EDAR CIUDAD RODRIGO;NEGATIVO;S/D;
2021-02-09;COLECTOR LEÓN;POSITIVO;Estable;
2021-02-09;COLECTOR SAN ANDRÉS DE RABANEDO;POSITIVO;Estable;
2021-02-09;COLECTOR VILLAQUILAMBRE;NEGATIVO;S/D;
2021-02-09;EDAR ARANDA DE DUERO;POSITIVO;Disminución;
2021-02-09;EBAR ARROYO DE LA ENCOMIENDA;POSITIVO;Disminución;
2021-02-09;EDAR BURGOS;POSITIVO;Estable;
2021-02-09;EDAR LA BAÑEZA;POSITIVO;Disminución significativa;Se calcula la variación respecto a la semana previa a la anterior, al no tener cuantificación la inmediatamente anterior.
2021-02-09;EBAR LAGUNA DE DUERO;NEGATIVO;S/D;
2021-02-07;EDAR VALLADOLID (VATAR);POSITIVO;Estable;
2021-02-03;EDAR SEGOVIA (VATAR);POSITIVO;Estable;
2021-02-02;EDAR PONFERRADA;POSITIVO;Aumento;
2021-02-02;COLECTOR SAN ANDRÉS DE RABANEDO;POSITIVO;Aumento;
2021-02-02;EBAR SANTA MARTA DE TORMES;POSITIVO;Aumento;
2021-02-02;EDAR SORIA (VATAR);POSITIVO;Estable;
2021-02-02;EDAR ARANDA DE DUERO;POSITIVO;Aumento;
2021-02-02;EBAR ARROYO DE LA ENCOMIENDA;POSITIVO;Aumento;
2021-02-02;EDAR ÁVILA;POSITIVO;Estable;
2021-02-02;EDAR BENAVENTE;POSITIVO;Disminución;
2021-02-02;EDAR BURGOS;POSITIVO;Disminución significativa;
2021-02-02;EDAR LA BAÑEZA;NEGATIVO;S/D;
2021-02-02;EDAR MEDINA DEL CAMPO;POSITIVO;Disminución;
2021-02-02;EDAR ASTORGA;POSITIVO;Disminución;
2021-02-02;EDAR CIUDAD RODRIGO;POSITIVO;Disminución;
2021-02-02;EBAR LAGUNA DE DUERO;POSITIVO;Disminución;
2021-02-02;COLECTOR LEÓN;POSITIVO;Estable;
2021-02-02;EDAR MIRANDA DE EBRO;POSITIVO;Aumento;
2021-02-02;EDAR PALENCIA;POSITIVO;Aumento;
2021-02-02;EDAR SALAMANCA;POSITIVO;Estable;
2021-02-02;COLECTOR VILLAQUILAMBRE;NEGATIVO;S/D;
2021-02-02;EDAR ZAMORA;POSITIVO;Estable;
2021-02-02;EDAR BÉJAR;POSITIVO;Estable;
2021-01-31;EDAR VALLADOLID (VATAR);POSITIVO;Disminución;Hubo precipitaciones el día anterior (3,6mm) del muestreo, pudiendo haber diluido la muestra ligeramente, disminuyendo la cuantificación de SARS-CoV-2
2021-01-27;EDAR MIRANDA DE EBRO;POSITIVO;Aumento significativo;
2021-01-27;EBAR SANTA MARTA DE TORMES;POSITIVO;Estable;
2021-01-27;EDAR SEGOVIA (VATAR);POSITIVO;Disminución;Hubo precipitaciones el mismo día (2,2mm) y el día anterior (8,4mm) del muestreo, pudiendo haber diluido la muestra ligeramente, disminuyendo la cuantificación de SARS-CoV-2
2021-01-27;EBAR ARROYO DE LA ENCOMIENDA;POSITIVO;Disminución;Se calcula la variación respecto a la semana previa a la anterior, al no tener cuantificación la inmediatamente anterior.
2021-01-27;EDAR ASTORGA;POSITIVO;Aumento;
2021-01-27;EDAR BURGOS;POSITIVO;Aumento;
2021-01-27;COLECTOR LEÓN;POSITIVO;Aumento significativo;
2021-01-27;EDAR PALENCIA;POSITIVO;Estable;
2021-01-27;EDAR PONFERRADA;POSITIVO;Disminución significativa;
2021-01-27;EDAR SALAMANCA;POSITIVO;Aumento;
2021-01-27;EDAR CIUDAD RODRIGO;POSITIVO;Aumento significativo;
2021-01-27;EBAR LAGUNA DE DUERO;POSITIVO;Aumento;Se calcula la variación respecto a la semana previa a la anterior, al no tener cuantificación la inmediatamente anterior.
2021-01-27;EDAR MEDINA DEL CAMPO;POSITIVO;Estable;
2021-01-27;COLECTOR SAN ANDRÉS DE RABANEDO;POSITIVO;Disminución;
2021-01-27;EDAR ÁVILA;POSITIVO;Aumento;
2021-01-27;EDAR BÉJAR;POSITIVO;Estable;
2021-01-27;EDAR LA BAÑEZA;POSITIVO;Aumento significativo;
2021-01-26;EDAR ZAMORA;POSITIVO;Estable;
2021-01-26;EDAR SORIA (VATAR);POSITIVO;Estable;Hubo precipitaciones el día anterior (13,6mm) del muestreo, pudiendo haber diluido la muestra ligeramente, disminuyendo la cuantificación de SARS-CoV-2
2021-01-26;COLECTOR VILLAQUILAMBRE;POSITIVO;Aumento significativo;
2021-01-26;EDAR ARANDA DE DUERO;POSITIVO;Aumento;Se calcula la variación respecto a la semana previa a la anterior, al no tener cuantificación la inmediatamente anterior.
2021-01-26;EDAR BENAVENTE;POSITIVO;Aumento;
2021-01-24;EDAR VALLADOLID (VATAR);POSITIVO;Aumento;Hubo precipitaciones el día anterior (4,6mm) del muestreo, pudiendo haber diluido la muestra ligeramente, disminuyendo la cuantificación de SARS-CoV-2
2021-01-20;EDAR SEGOVIA (VATAR);POSITIVO;Aumento;
2021-01-19;COLECTOR SAN ANDRÉS DE RABANEDO;POSITIVO;Estable;
2021-01-19;EDAR SORIA (VATAR);POSITIVO;Aumento;
2021-01-19;EBAR ARROYO DE LA ENCOMIENDA;NEGATIVO;S/D;
2021-01-19;EDAR ÁVILA;POSITIVO;Disminución significativa;
2021-01-19;EDAR BURGOS;POSITIVO;Estable;
2021-01-19;EDAR CIUDAD RODRIGO;POSITIVO;Disminución significativa;
2021-01-19;EDAR LA BAÑEZA;POSITIVO;Estable;
2021-01-19;EBAR LAGUNA DE DUERO;NEGATIVO;S/D;
2021-01-19;COLECTOR LEÓN;POSITIVO;Disminución;
2021-01-19;EDAR ZAMORA;POSITIVO;Estable;
2021-01-19;EDAR ASTORGA;POSITIVO;Estable;
2021-01-19;EDAR MEDINA DEL CAMPO;POSITIVO;Estable;
2021-01-19;EDAR MIRANDA DE EBRO;PRESUNTO POSITIVO;Disminución significativa;
2021-01-19;EDAR PALENCIA;POSITIVO;Estable;
2021-01-19;EDAR PONFERRADA;POSITIVO;Aumento;
2021-01-19;EDAR SALAMANCA;POSITIVO;Disminución;
2021-01-19;EBAR SANTA MARTA DE TORMES;POSITIVO;Estable;
2021-01-19;COLECTOR VILLAQUILAMBRE;POSITIVO;Disminución;
2021-01-19;EDAR ARANDA DE DUERO;NEGATIVO;S/D;
2021-01-19;EDAR BÉJAR;POSITIVO;Aumento;
2021-01-19;EDAR BENAVENTE;POSITIVO;Estable;
2021-01-17;EDAR VALLADOLID (VATAR);POSITIVO;Estable;Hubo precipitaciones el día anterior (1,6mm) del muestreo, pudiendo haber diluido la muestra ligeramente, disminuyendo la cuantificación de SARS-CoV-2
2021-01-14;EDAR VALLADOLID (VATAR);POSITIVO;Estable;
2021-01-14;EDAR SEGOVIA (VATAR);POSITIVO;Aumento;Destacar la presencia de abundante nieve durante los días previos al muestreo que se pudo introducir progresivamente en la red, pudiendo diluir la muestra y/o aumentar salinidad. Además, el día de muestreo se tuvo que cambiar de forma puntual debido a la imposibilidad de entrar a la EDAR. Esto puede presentar un factor de variabilidad respecto a la semana anterior.
2021-01-12;COLECTOR LEÓN;POSITIVO;Aumento;
2021-01-12;EDAR MEDINA DEL CAMPO;POSITIVO;Aumento;
2021-01-12;EDAR PONFERRADA;POSITIVO;Aumento;
2021-01-12;EDAR ZAMORA;POSITIVO;Aumento;
2021-01-12;EBAR ARROYO DE LA ENCOMIENDA;POSITIVO;Aumento significativo;
2021-01-12;EDAR BÉJAR;POSITIVO;Aumento significativo;
2021-01-12;EDAR BURGOS;POSITIVO;Disminución;
2021-01-12;EDAR CIUDAD RODRIGO;POSITIVO;Aumento significativo;
2021-01-12;EDAR SALAMANCA;POSITIVO;Estable;
2021-01-12;COLECTOR SAN ANDRÉS DE RABANEDO;POSITIVO;Aumento;Se considera una evolución en aumento puesto que al menos en las dos últimas muestras se ha obtenido un resultado negativo.
2021-01-12;COLECTOR VILLAQUILAMBRE;POSITIVO;Aumento;
2021-01-12;EDAR SORIA (VATAR);POSITIVO;Aumento;Destacar la presencia de abundante nieve durante los días previos al muestreo que se pudo introducir progresivamente en la red, pudiendo diluir la muestra y/o aumentar salinidad
2021-01-12;EDAR ASTORGA;POSITIVO;Aumento;Se considera una evolución en aumento puesto que al menos en las dos últimas semanas se ha obtenido un resultado negativo.
2021-01-12;EDAR MIRANDA DE EBRO;POSITIVO;Aumento;Se considera una evolución en aumento puesto que al menos en las dos últimas muestras se ha obtenido un resultado negativo.
2021-01-12;EDAR PALENCIA;POSITIVO;Aumento;
2021-01-12;EBAR SANTA MARTA DE TORMES;POSITIVO;Aumento;
2021-01-12;EDAR ARANDA DE DUERO;POSITIVO;Estable;
2021-01-12;EDAR ÁVILA;POSITIVO;Aumento;Se considera una evolución en aumento puesto que al menos en las dos últimas semanas se ha obtenido un resultado negativo.
2021-01-12;EDAR BENAVENTE;POSITIVO;Estable;Se calcula la variación respecto a la semana previa a la anterior, al no tener cuantificación la inmediatamente anterior.
2021-01-12;EDAR LA BAÑEZA;POSITIVO;Estable;
2021-01-12;EBAR LAGUNA DE DUERO;POSITIVO;Aumento;Se considera una evolución en aumento puesto que al menos en las dos últimas muestras se ha obtenido un resultado negativo.
2021-01-06;EDAR SEGOVIA (VATAR);POSITIVO;Estable;Debido a la implementación de una modificación metodológica relativa al calibrado de la técnica para N1, la variación de dicha diana para estas muestras se calcula a partir de los resultados de la semana anterior obtenidos usando la misma calibración, para que sean comparables, no de los valores reportados.
2021-01-05;EDAR MIRANDA DE EBRO;NEGATIVO;S/D;
2021-01-05;EDAR PONFERRADA;POSITIVO;Estable;
2021-01-05;EDAR ZAMORA;POSITIVO;Aumento;Se considera una evolución en aumento puesto que al menos en las dos últimas muestras se ha obtenido un resultado negativo.
2021-01-05;EDAR ARANDA DE DUERO;POSITIVO;Disminución;
2021-01-05;EBAR ARROYO DE LA ENCOMIENDA;POSITIVO;Aumento;
2021-01-05;COLECTOR LEÓN;POSITIVO;Estable;
2021-01-05;EDAR MEDINA DEL CAMPO;POSITIVO;Aumento;Se calcula la variación respecto a la semana previa a la anterior, al no tener cuantificación la inmediatamente anterior.
2021-01-05;EDAR SALAMANCA;POSITIVO;Aumento significativo;
2021-01-05;COLECTOR SAN ANDRÉS DE RABANEDO;NEGATIVO;S/D;
2021-01-05;EBAR SANTA MARTA DE TORMES;POSITIVO;Aumento;Se considera una evolución en aumento puesto que al menos en las dos últimas muestras se ha obtenido un resultado negativo.
2021-01-05;EDAR BENAVENTE;NEGATIVO;S/D;
2021-01-05;EDAR PALENCIA;POSITIVO;Estable;
2021-01-05;COLECTOR VILLAQUILAMBRE;POSITIVO;Disminución;
2021-01-05;EDAR SORIA (VATAR);POSITIVO;S/D;Debido a una incidencia logística la muestra fue analizada en un laboratorio distinto al usual, por lo que no es comparable con la serie histórica y no se puede calcular la variación respecto a semanas anteriores.
2021-01-05;EDAR ASTORGA;NEGATIVO;S/D;
2021-01-05;EDAR ÁVILA;NEGATIVO;S/D;
2021-01-05;EDAR BÉJAR;POSITIVO;Disminución;
2021-01-05;EDAR BURGOS;POSITIVO;Aumento significativo;
2021-01-05;EDAR CIUDAD RODRIGO;POSITIVO;Estable;
2021-01-05;EDAR LA BAÑEZA;POSITIVO;Aumento;Se considera una evolución en aumento puesto que al menos en las dos últimas muestras se ha obtenido un resultado negativo.
2021-01-05;EBAR LAGUNA DE DUERO;NEGATIVO;S/D;
2021-01-03;EDAR VALLADOLID (VATAR);POSITIVO;Aumento significativo;Destacar la presencia de abundante nieve durante los días previos al muestreo que se pudo introducir progresivamente en la red, pudiendo diluir la muestra y/o aumentar salinidad. Además, el día de muestreo se tuvo que cambiar de forma puntual debido a la imposibilidad de entrar a la EDAR. Esto puede presentar un factor de variabilidad respecto a la semana anterior.
2020-12-29;EDAR MIRANDA DE EBRO;NEGATIVO;S/D;
2020-12-29;EDAR PALENCIA;POSITIVO;Aumento;
2020-12-29;EDAR SALAMANCA;PRESUNTO POSITIVO;Disminución significativa;
2020-12-29;COLECTOR SAN ANDRÉS DE RABANEDO;NEGATIVO;S/D;
2020-12-29;EBAR SANTA MARTA DE TORMES;NEGATIVO;S/D;
2020-12-29;EDAR LA BAÑEZA;NEGATIVO;S/D;
2020-12-29;EDAR PONFERRADA;POSITIVO;Estable;
2020-12-29;EDAR ZAMORA;NEGATIVO;S/D;
2020-12-29;EBAR ARROYO DE LA ENCOMIENDA;NEGATIVO;S/D;
2020-12-29;EDAR ÁVILA;NEGATIVO;S/D;
2020-12-29;EDAR CIUDAD RODRIGO;POSITIVO;Estable;
2020-12-29;COLECTOR LEÓN;POSITIVO;Disminución significativa;
2020-12-29;EDAR MEDINA DEL CAMPO;NEGATIVO;Disminución;
2020-12-29;COLECTOR VILLAQUILAMBRE;POSITIVO;Disminución significativa;Se calcula la variación respecto a la semana previa a la anterior, al no tener cuantificación la inmediatamente anterior.
2020-12-29;EDAR ARANDA DE DUERO;POSITIVO;Disminución;
2020-12-29;EDAR ASTORGA;NEGATIVO;S/D;
2020-12-29;EDAR BÉJAR;POSITIVO;Disminución;Se calcula la variación respecto a la semana previa a la anterior, al no tener cuantificación la inmediatamente anterior.
2020-12-29;EDAR BENAVENTE;POSITIVO;Aumento;
2020-12-29;EDAR BURGOS;POSITIVO;Estable;
2020-12-29;EBAR LAGUNA DE DUERO;NEGATIVO;S/D;
2020-12-23;EDAR SEGOVIA (VATAR);POSITIVO;Estable;Disparidad significativa en la variación entre las distintas dianas analizadas. Por ello, hay que tomarse este resultado de variación con cautela hasta que pueda confirmarse la tendencia en la semana siguiente.
2020-12-22;EDAR MEDINA DEL CAMPO;POSITIVO;Disminución;
2020-12-22;EDAR PALENCIA;POSITIVO;Aumento;Se considera una evolución en aumento puesto que al menos en las dos últimas muestras se ha obtenido un resultado negativo.
2020-12-22;EDAR PONFERRADA;POSITIVO;Disminución;
2020-12-22;COLECTOR VILLAQUILAMBRE;NEGATIVO;S/D;
2020-12-22;EDAR ZAMORA;NEGATIVO;S/D;
2020-12-22;EDAR SORIA (VATAR);POSITIVO;Disminución;
2020-12-22;EBAR ARROYO DE LA ENCOMIENDA;POSITIVO;Disminución;
2020-12-22;EDAR ÁVILA;NEGATIVO;S/D;
2020-12-22;EDAR BENAVENTE;POSITIVO;Disminución significativa;
2020-12-22;EDAR CIUDAD RODRIGO;POSITIVO;Disminución significativa;
2020-12-22;EBAR LAGUNA DE DUERO;NEGATIVO;S/D;
2020-12-22;COLECTOR LEÓN;POSITIVO;Estable;
2020-12-22;EBAR SANTA MARTA DE TORMES;NEGATIVO;S/D;
2020-12-22;EDAR ASTORGA;NEGATIVO;S/D;
2020-12-22;EDAR BÉJAR;NEGATIVO;S/D;
2020-12-22;EDAR LA BAÑEZA;NEGATIVO;S/D;
2020-12-22;EDAR MIRANDA DE EBRO;POSITIVO;Aumento significativo;
2020-12-22;EDAR SALAMANCA;POSITIVO;Estable;
2020-12-22;COLECTOR SAN ANDRÉS DE RABANEDO;POSITIVO;Disminución;
2020-12-22;EDAR ARANDA DE DUERO;POSITIVO;Disminución;
2020-12-22;EDAR BURGOS;POSITIVO;Disminución significativa;
2020-12-20;EDAR VALLADOLID (VATAR);POSITIVO;Disminución;Debido a la implementación de una modificación metodológica relativa al calibrado de la técnica para N1, la variación de dicha diana para estas muestras se calcula a partir de los resultados de la semana anterior obtenidos usando la misma calibración, para que sean comparables, no de los valores reportados.
2020-12-16;EDAR SEGOVIA (VATAR);POSITIVO;Estable;
2020-12-15;EDAR PALENCIA;NEGATIVO;Primera determinación;
2020-12-15;EDAR PONFERRADA;POSITIVO;Primera determinación;
2020-12-15;COLECTOR VILLAQUILAMBRE;POSITIVO;Primera determinación;
2020-12-15;EDAR ZAMORA;POSITIVO;Primera determinación;
2020-12-15;EDAR ARANDA DE DUERO;POSITIVO;Primera determinación;
2020-12-15;EDAR LA BAÑEZA;NEGATIVO;Primera determinación;
2020-12-15;EBAR LAGUNA DE DUERO;NEGATIVO;Primera determinación;
2020-12-15;EDAR MIRANDA DE EBRO;POSITIVO;Primera determinación;
2020-12-15;EBAR SANTA MARTA DE TORMES;NEGATIVO;Primera determinación;
2020-12-15;EDAR SORIA (VATAR);POSITIVO;Disminución significativa;Hubo precipitaciones el mismo día (1,2mm) y el día anterior (1,4mm) del muestreo, pudiendo haber diluido la muestra ligeramente, disminuyendo la cuantificación de SARS-CoV-2
2020-12-15;EBAR ARROYO DE LA ENCOMIENDA;POSITIVO;Primera determinación;
2020-12-15;EDAR ASTORGA;POSITIVO;Primera determinación;
2020-12-15;EDAR ÁVILA;POSITIVO;Primera determinación;
2020-12-15;EDAR BENAVENTE;POSITIVO;Primera determinación;
2020-12-15;COLECTOR LEÓN;POSITIVO;Primera determinación;
2020-12-15;EDAR MEDINA DEL CAMPO;POSITIVO;Primera determinación;
2020-12-15;EDAR SALAMANCA;POSITIVO;Primera determinación;
2020-12-15;COLECTOR SAN ANDRÉS DE RABANEDO;POSITIVO;Primera determinación;
2020-12-15;EDAR BÉJAR;POSITIVO;Primera determinación;
2020-12-15;EDAR BURGOS;POSITIVO;Primera determinación;
2020-12-15;EDAR CIUDAD RODRIGO;POSITIVO;Primera determinación;
2020-12-13;EDAR VALLADOLID (VATAR);POSITIVO;Disminución;Hubo precipitaciones el día anterior (6,6mm) del muestreo, pudiendo haber diluido la muestra ligeramente, disminuyendo la cuantificación de SARS-CoV-2
2020-12-09;EDAR SEGOVIA (VATAR);POSITIVO;Estable;"Destacar que esta semana se produjeron los muestreos durante días festivos, lo que pudo modificar los patrones de la población respecto a otras semanas. Esto hace que se tengan que tomar los resultados de esta semana con cautela.
Hubo precipitaciones el día anterior (1,8mm) del muestreo, pudiendo haber diluido la muestra ligeramente, disminuyendo la cuantificación de SARS-CoV-2. *Debido a una modificación analítica para la diana N1 que hace que no sea comparable con la semana anterior, para el cálculo de la variación de estos resultados solo se tiene en consideración la diana IP4."
2020-12-08;EDAR SORIA (VATAR);POSITIVO;Aumento;"Destacar que esta semana se produjeron los muestreos durante días festivos, lo que pudo modificar los patrones de la población respecto a otras semanas. Esto hace que se tengan que tomar los resultados de esta semana con cautela.
Hubo precipitaciones el día anterior (11mm) del muestreo, pudiendo haber diluido la muestra ligeramente, disminuyendo la cuantificación de SARS-CoV-2. *Debido a una modificación analítica para la diana N1 que hace que no sea comparable con la semana anterior, para el cálculo de la variación de estos resultados solo se tiene en consideración la diana IP4"
2020-12-06;EDAR VALLADOLID (VATAR);POSITIVO;Aumento;
2020-12-02;EDAR SEGOVIA (VATAR);POSITIVO;Disminución;Debido a una modificación analítica para la diana IP4 que hace que no sea comparable con la semana anterior, para el cálculo de la variación de estos resultados solo se tiene en consideración la diana N1.
2020-12-01;EDAR SORIA (VATAR);POSITIVO;Aumento;Debido a una modificación analítica para la diana IP4 que hace que no sea comparable con la semana anterior, para el cálculo de la variación de estos resultados solo se tiene en consideración la diana N1
2020-11-29;EDAR VALLADOLID (VATAR);POSITIVO;Estable;*Debido a una modificación analítica para la diana N1 que hace que no sea comparable con la semana anterior, para el cálculo de la variación de estos resultados solo se tiene en consideración la diana IP4
2020-11-25;EDAR SEGOVIA (VATAR);POSITIVO;Disminución;Debido a una reorganización lógistica se ha modificado el día de toma de muestra, pasando del jueves al miércoles de forma permanente. Este cambio hace que haya que tomarse la variación de esta semana con cautela.
2020-11-24;EDAR SORIA (VATAR);POSITIVO;Estable;
2020-11-22;EDAR VALLADOLID (VATAR);POSITIVO;Disminución;Debido a una modificación analítica para la diana IP4 que hace que no sea comparable con la semana anterior, para el cálculo de la variación de estos resultados solo se tiene en consideración la diana N1
2020-11-19;EDAR SEGOVIA (VATAR);POSITIVO;Aumento;
2020-11-17;EDAR SORIA (VATAR);POSITIVO;Estable;Hubo precipitaciones el día anterior (3mm) del muestreo, pudiendo haber diluido la muestra ligeramente, disminuyendo la cuantificación de SARS-CoV-2
2020-11-15;EDAR VALLADOLID (VATAR);POSITIVO;Estable;
2020-11-12;EDAR SEGOVIA (VATAR);POSITIVO;Estable;
2020-11-10;EDAR SORIA (VATAR);POSITIVO;Estable;Hubo precipitaciones el día anterior (0,2mm) del muestreo, pudiendo haber diluido la muestra ligeramente, disminuyendo la cuantificación de SARS-CoV-2
2020-11-08;EDAR VALLADOLID (VATAR);POSITIVO;Disminución;Hubo precipitaciones el mismo día (0,4mm) y el día anterior (0,6mm) del muestreo, pudiendo haber diluido la muestra ligeramente, disminuyendo la cuantificación de SARS-CoV-2
2020-11-05;EDAR SEGOVIA (VATAR);POSITIVO;Estable;Hubo precipitaciones el mismo día (1mm) y el día anterior (0,2mm) del muestreo, pudiendo haber diluido la muestra ligeramente, disminuyendo la cuantificación de SARS-CoV-2
